id,title,description,availability,condition,price,link,image_link,brand,quantity_to_sell_on_facebook,size,item_group_id
115130530,Brynn Airweight Pant- Black,"Your new everyday pant, the Brynn Airweight — sleek, and effortless in an ultra soft buttery fabric. Mid-rise with a wide‑leg flow.",in stock,new,188 USD,https://www.twinlion.co/brynn-airweight-pant-black.html,https://cdn.shoplightspeed.com/shops/651012/files/72651274/screenshot-2025-10-07-at-30933pm.png,N/A,2,XS,68389080
115130441,Lennon Rib Turtleneck- Black/White,"Soft, ribbed turtleneck feels like second skin — ultra‑soft touch with stretch that moves with you. Hidden thumbholes in the sleeve cuffs lock warmth in.",in stock,new,108 USD,https://www.twinlion.co/lennon-rib-turtleneck-black-white.html,https://cdn.shoplightspeed.com/shops/651012/files/72651344/screenshot-2025-10-07-at-31113pm.png,N/A,2,S,68389034
115130436,Lennon Rib Turtleneck- Black/White,"Soft, ribbed turtleneck feels like second skin — ultra‑soft touch with stretch that moves with you. Hidden thumbholes in the sleeve cuffs lock warmth in.",in stock,new,108 USD,https://www.twinlion.co/lennon-rib-turtleneck-black-white.html,https://cdn.shoplightspeed.com/shops/651012/files/72651344/screenshot-2025-10-07-at-31113pm.png,N/A,1,XS,68389034
115127261,Cait Rigor Bra- Indigo/Grass,"The SPLITS59 Cait Rigor Bra in Indigo/Grass features a square neckline, green trim, and high-performance Rigor fabric for supportive comfort.",in stock,new,88 USD,https://www.twinlion.co/cait-rigor-bra-indigo-grass.html,https://cdn.shoplightspeed.com/shops/651012/files/72647877/screenshot-2025-10-07-at-13648pm.png,N/A,1,M,68387477
115127252,Cait Rigor Bra- Indigo/Grass,"The SPLITS59 Cait Rigor Bra in Indigo/Grass features a square neckline, green trim, and high-performance Rigor fabric for supportive comfort.",in stock,new,88 USD,https://www.twinlion.co/cait-rigor-bra-indigo-grass.html,https://cdn.shoplightspeed.com/shops/651012/files/72647877/screenshot-2025-10-07-at-13648pm.png,N/A,2,S,68387477
115127084,Emerson Airweight Bra- Black/Ice,"Meet the newest Airweight bra, the Emerson. A dainty racerback offering second-skin softness and breathable comfort. ",in stock,new,88 USD,https://www.twinlion.co/emerson-airweight-bra-black-ice.html,https://cdn.shoplightspeed.com/shops/651012/files/72647727/screenshot-2025-10-07-at-13332pm.png,N/A,2,S,68387398
115127075,Emerson Airweight Bra- Black/Ice,"Meet the newest Airweight bra, the Emerson. A dainty racerback offering second-skin softness and breathable comfort. ",in stock,new,88 USD,https://www.twinlion.co/emerson-airweight-bra-black-ice.html,https://cdn.shoplightspeed.com/shops/651012/files/72647727/screenshot-2025-10-07-at-13332pm.png,N/A,1,M,68387398
115126851,Raquel High Waist Supplex Flare 30-Black/White,"4-Way stretch supplex fabric is supportive and opaque for a confident workout.
BEST FOR: yoga, CrossFit, barre, Pilates and gym workouts.",in stock,new,134 USD,https://www.twinlion.co/raquel-high-waist-supplex-flare-30-black-white.html,https://cdn.shoplightspeed.com/shops/651012/files/72666205/49-raquel-high-waist-supplex-flare-e1107-32-black.webp,N/A,1,XS,68387277
115126847,Raquel High Waist Supplex Flare 30-Black/White,"4-Way stretch supplex fabric is supportive and opaque for a confident workout.
BEST FOR: yoga, CrossFit, barre, Pilates and gym workouts.",in stock,new,134 USD,https://www.twinlion.co/raquel-high-waist-supplex-flare-30-black-white.html,https://cdn.shoplightspeed.com/shops/651012/files/72666205/49-raquel-high-waist-supplex-flare-e1107-32-black.webp,N/A,2,S,68387277
115081275,Ronan Stitch Stripe Beanie- Golden Bronze,"The perfect addition to complete your winter looks, the Ronan turn-back beanie is crafted from a super soft Viscose yarn with a chic contrast stitch design. ",in stock,new,48 USD,https://www.twinlion.co/ronan-stitch-stripe-beanie-golden-bronze.html,https://cdn.shoplightspeed.com/shops/651012/files/72600708/screenshot-2025-10-03-at-41413pm.png,N/A,3,One size,68364644
115081163,Ronan Stitch Stripe Beanie- Silver Birch,"The perfect addition to complete your winter looks, the Ronan turn-back beanie is crafted from a super soft Viscose yarn with a chic contrast stitch design.",in stock,new,48 USD,https://www.twinlion.co/ronan-stitch-stripe-beanie-silver-birch.html,https://cdn.shoplightspeed.com/shops/651012/files/72600656/screenshot-2025-10-03-at-41113pm.png,N/A,3,One size,68364584
